Sukunimi;Yhteensä;;;
Yli-Anttila;52;;;
Ylikitti;52;;;
Yli-Pietilä;52;;;
Ylirönni;52;;;
Yltävä;52;;;
Åstedt;52;;;
Ahinko;51;;;
Aktas;51;;;
Annanpalo;51;;;
Arasola;51;;;
Baumann;51;;;
Bayat;51;;;
Björkstén;51;;;
Daavittila;51;;;
Dannberg;51;;;
David;51;;;
Dimitrow;51;;;
Durchman;51;;;
Ebeling;51;;;
Engelberg;51;;;
Fincke;51;;;
Frankenhaeuser;51;;;
Fyrstén;51;;;
Haapakorpi;51;;;
Habib;51;;;
Hamilton;51;;;
Hanki;51;;;
Hannelius;51;;;
Hantunen;51;;;
Haro;51;;;
Havisto;51;;;
Hemgård;51;;;
Hirvilahti;51;;;
Hoivala;51;;;
Holstein;51;;;
Huber;51;;;
Huoviala;51;;;
Huuha;51;;;
Hyryläinen;51;;;
Hyyrönmäki;51;;;
Hörman;51;;;
Issa;51;;;
Joentausta;51;;;
Jokiharju;51;;;
Jokisuu;51;;;
Jouhkimo;51;;;
Kaarlonen;51;;;
Kahie;51;;;
Kaltakari;51;;;
Kankaisto;51;;;
Kansala;51;;;
Kantinkoski;51;;;
Karapalo;51;;;
Kasslin;51;;;
Kasvinen;51;;;
Kauranne;51;;;
Kaven;51;;;
Kellinsalmi;51;;;
Keravuori;51;;;
Keskikastari;51;;;
Keski-Korhonen;51;;;
Keskikylä;51;;;
Ketokoski;51;;;
Kilpala;51;;;
Kindstedt;51;;;
Kivero;51;;;
Kohijoki;51;;;
Koronen;51;;;
Korsu;51;;;
Korvenaho;51;;;
Kylliö;51;;;
Laitsaari;51;;;
Lall;51;;;
Lankoski;51;;;
Latva-Hoppala;51;;;
Lauttia;51;;;
Lehesvuori;51;;;
Lehtilahti;51;;;
Lehtisyrjä;51;;;
Leppäkynnäs;51;;;
Libäck;51;;;
Lirkki;51;;;
Lucander;51;;;
Mihailov;51;;;
Muuse;51;;;
Myllyntaus;51;;;
Mäki-Opas;51;;;
Neffling;51;;;
Nulpponen;51;;;
Nuolivirta;51;;;
Nurisalo;51;;;
Näivä;51;;;
Ohrankämmen;51;;;
Olanterä;51;;;
Olmala;51;;;
Pajunoja;51;;;
Patomäki;51;;;
Pihajoki;51;;;
Piilo;51;;;
Pikka;51;;;
Platan;51;;;
Pohjasmäki;51;;;
Ponnikas;51;;;
Poteri;51;;;
Puijola;51;;;
Punttila;51;;;
Puodinketo;51;;;
Rahijärvi;51;;;
Rekonius;51;;;
Rihko;51;;;
Rimpi;51;;;
Rinkineva;51;;;
Rummakko;51;;;
Sala;51;;;
Sammalkorpi;51;;;
Santamaa;51;;;
Sarlund;51;;;
Sasi;51;;;
Savisalo;51;;;
Schoultz;51;;;
Schön;51;;;
Seitala;51;;;
Sepänmaa;51;;;
Siegfrids;51;;;
Sillvan;51;;;
Silomäki;51;;;
Siltaloppi;51;;;
Sinisalmi;51;;;
Skriko;51;;;
Somerkoski;51;;;
Strömborg;51;;;
Strömsten;51;;;
Sulavuori;51;;;
Suonsyrjä;51;;;
Suurinkeroinen;51;;;
Sydänlammi;51;;;
Takalahti;51;;;
Tekkala;51;;;
Tuira;51;;;
Töllinen;51;;;
Uurasmaa;51;;;
Vaajamo;51;;;
Vester;51;;;
Viittala;51;;;
Virkkilä;51;;;
Vitri;51;;;
Vuoriheimo;51;;;
Vuorisalmi;51;;;
Västinsalo;51;;;
Wassholm;51;;;
Weiss;51;;;
Wirzenius;51;;;
Yli-Houhala;51;;;
Ögård;51;;;
Aaltojärvi;50;;;
Aarne;50;;;
Aholaakko;50;;;
Alamartin;50;;;
Amnell;50;;;
Anias;50;;;
Antinkaapo;50;;;
Appelgrén;50;;;
Arrenius;50;;;
Arvaja;50;;;
Autiomäki;50;;;
Björkgård;50;;;
Borgelin;50;;;
Bunda;50;;;
Cavonius;50;;;
Cederholm;50;;;
Dahllund;50;;;
Eberhardt;50;;;
Eljaala;50;;;
Emaus;50;;;
Eriksen;50;;;
Erkinantti;50;;;
Frant;50;;;
Friström;50;;;
Halkonen;50;;;
Hallia;50;;;
Hasko;50;;;
Hauhio;50;;;
Haverila;50;;;
Heikurinen;50;;;
Heimovirta;50;;;
Heinistö;50;;;
Helmiö;50;;;
Hermiö;50;;;
Hernandez;50;;;
Herrmann;50;;;
Hillilä;50;;;
Hirsikorpi;50;;;
Hirvasvuopio;50;;;
Holli;50;;;
Huang;50;;;
Huima;50;;;
Humalainen;50;;;
Hyvätti;50;;;
Hämeenoja;50;;;
Ihamuotila;50;;;
Isojämsä;50;;;
Jaskara;50;;;
Juomoja;50;;;
Juppo;50;;;
Järvilä;50;;;
Kaakkunen;50;;;
Kahala;50;;;
Kahma;50;;;
Kaipila;50;;;
Kallio-Kokko;50;;;
Kalliopuska;50;;;
Kannasto;50;;;
Kantokoski;50;;;
Kaponen;50;;;
Kasa;50;;;
Kaura-aho;50;;;
Kauraoja;50;;;
Kaurio;50;;;
Kervola;50;;;
Keski-Jyrä;50;;;
Kestinmäki;50;;;
Kilgast;50;;;
Kivenjuuri;50;;;
Kivilinna;50;;;
Kokotti;50;;;
Kolvanki;50;;;
Kopiloff;50;;;
Korenius;50;;;
Korpihete;50;;;
Koskiaho;50;;;
Kova;50;;;
Kronbäck;50;;;
Kukkoaho;50;;;
Kurkijärvi;50;;;
Köttö;50;;;
Laattala;50;;;
Lanamäki;50;;;
Lehtorinne;50;;;
Liesjärvi;50;;;
Liljefors;50;;;
Liljemark;50;;;
Liuhto;50;;;
Lompolojärvi;50;;;
Luukela;50;;;
Länsiö;50;;;
Läykki;50;;;
Maajaakkola;50;;;
Majors;50;;;
Marjokorpi;50;;;
Matinniemi;50;;;
Meriruoko;50;;;
Misukka;50;;;
Nisumaa;50;;;
Nivakoski;50;;;
Nokia;50;;;
Norokorpi;50;;;
Näivö;50;;;
Oila;50;;;
Ollaranta;50;;;
Ormiskangas;50;;;
Otsamo;50;;;
Oulujärvi;50;;;
Palkén;50;;;
Palmujoki;50;;;
Parker;50;;;
Petranen;50;;;
Petriläinen;50;;;
Petsalo;50;;;
Petänen;50;;;
Pouhakka;50;;;
Pukkala;50;;;
Purtsi;50;;;
Pälvimäki;50;;;
Raina;50;;;
Raitavuo;50;;;
Rajantie;50;;;
Raki;50;;;
Rantalahti;50;;;
Rautakumpu;50;;;
Rautonen;50;;;
Reipas;50;;;
Riikilä;50;;;
Rinta-Pollari;50;;;
Ritonen;50;;;
Roinila;50;;;
Ropa;50;;;
Russell;50;;;
Rytkö;50;;;
Saarikalle;50;;;
Salmesvuori;50;;;
Sarka;50;;;
Sarkonen;50;;;
Saviharju;50;;;
Savonlahti;50;;;
Sevelius;50;;;
Silpola;50;;;
Stendahl;50;;;
Sulkko;50;;;
Suopuro;50;;;
Suppanen;50;;;
Syrjäpalo;50;;;
Sällilä;50;;;
Särmä;50;;;
Södervik;50;;;
Talsta;50;;;
Tamski;50;;;
Teelmäki;50;;;
Teerijoki;50;;;
Tevajärvi;50;;;
Tihilä;50;;;
Tiirikka;50;;;
Tilaeus;50;;;
Toija;50;;;
Toivokoski;50;;;
Tukonen;50;;;
Tulikoura;50;;;
Tuohinen;50;;;
Urpanen;50;;;
Urtti;50;;;
Uusnäkki;50;;;
Uuttera;50;;;
Valavuo;50;;;
Varpiola;50;;;
Vehkajärvi;50;;;
Vehkomäki;50;;;
Venetpalo;50;;;
Vierinen;50;;;
Vilokki;50;;;
Vilppala;50;;;
Vire;50;;;
Vorne;50;;;
Vähäpassi;50;;;
Yliranta;50;;;
Yliriesto;50;;;
Yu;50;;;
Äärinen;50;;;
Abdulla;49;;;
Adel;49;;;
Aherto;49;;;
Aittasalo;49;;;
Alakokkare;49;;;
Alasaukko-oja;49;;;
Ala-Turkia;49;;;
Altio;49;;;
Anneberg;49;;;
Arokivi;49;;;
Artimo;49;;;
Asikanius;49;;;
Asuinmaa;49;;;
Aukee;49;;;
Bonde;49;;;
Can;49;;;
Ebrahimi;49;;;
Esberg;49;;;
Eväsoja;49;;;
Haag;49;;;
Halmes;49;;;
Hamnström;49;;;
Hamström;49;;;
Hangasvaara;49;;;
Haukkavuori;49;;;
Heikfolk;49;;;
Helimäki;49;;;
Hiivanainen;49;;;
Hirvola;49;;;
Holkkola;49;;;
Honkela;49;;;
Honkimäki;49;;;
Hopeakoski;49;;;
Huokuniemi;49;;;
Hurnasti;49;;;
Hurttia;49;;;
Hyysalo;49;;;
Hyötynen;49;;;
Hägerström;49;;;
Högback;49;;;
Immanen;49;;;
Isomöttönen;49;;;
Jokioja;49;;;
Juven;49;;;
Jyräkoski;49;;;
Jäger;49;;;
Jäämaa;49;;;
Kaarenoja;49;;;
Kaijanniemi;49;;;
Kaloinen;49;;;
Kalttonen;49;;;
Kangaskokko;49;;;
Kannasoja;49;;;
Karhunmaa;49;;;
Karlman;49;;;
Kasala;49;;;
Kasila;49;;;
Kerkkonen;49;;;
Kielo;49;;;
Kohopää;49;;;
Koivukorpi;49;;;
Konttas;49;;;
Koskenheimo;49;;;
Kotsalainen;49;;;
Koukila;49;;;
Kristiansen;49;;;
Kuljuntausta;49;;;
Kulomaa;49;;;
Kuqi;49;;;
Kurjonen;49;;;
Kuurola;49;;;
Kuusonen;49;;;
Kuznetsov;49;;;
Lahma;49;;;
Laksola;49;;;
Lawrence;49;;;
Leppälammi;49;;;
Leutola;49;;;
Levón;49;;;
Litukka;49;;;
Loiske;49;;;
Lokkinen;49;;;
Loo;49;;;
Luomahaara;49;;;
Luomajärvi;49;;;
Luomaniemi;49;;;
Lylyoja;49;;;
Löytäinen;49;;;
Malmivirta;49;;;
Mansour;49;;;
Maunus;49;;;
Metsäkylä;49;;;
Metsälampi;49;;;
Metsärinta;49;;;
Mettala;49;;;
Mikkelsson;49;;;
Mills;49;;;
Nikoskinen;49;;;
Nikumaa;49;;;
Noppari;49;;;
Norpo;49;;;
Nostaja;49;;;
Notko;49;;;
Noukkala;49;;;
Nurme;49;;;
Nåhls;49;;;
Näpänkangas;49;;;
Närä;49;;;
Olson;49;;;
Orjatsalo;49;;;
Orvasto;49;;;
Ostonen;49;;;
Paasto;49;;;
Paattakainen;49;;;
Padinki;49;;;
Piirilä;49;;;
Piuhola;49;;;
Puosi;49;;;
Pyhäranta;49;;;
Pääskynkivi;49;;;
Rajamaa;49;;;
Rana;49;;;
Riitinki;49;;;
Rinneaho;49;;;
Ruokosuo;49;;;
Saariniva;49;;;
Sadik;49;;;
Sali;49;;;
Salpakari;49;;;
Sane;49;;;
Santti;49;;;
Sarasto;49;;;
Shaw;49;;;
Småros;49;;;
Strid;49;;;
Sukeva;49;;;
Suntinen;49;;;
Suuniittu;49;;;
Talvilahti;49;;;
Tarakkamäki;49;;;
Taulu;49;;;
Tupila;49;;;
Tupola;49;;;
Tutti;49;;;
Tyllilä;49;;;
Tyry;49;;;
Ujanen;49;;;
Urrila;49;;;
Uusiautti;49;;;
Vaahto;49;;;
Vaahtoranta;49;;;
Valavaara;49;;;
Varamäki;49;;;
Vaske;49;;;
Viljander;49;;;
Virjonen;49;;;
Virranta;49;;;
Virtasalo;49;;;
von Becker;49;;;
Vähäkylä;49;;;
Värränkivi;49;;;
Wardi;49;;;
Wasberg;49;;;
Watson;49;;;
Weckroth;49;;;
Widgren;49;;;
Wigelius;49;;;
Wikblom;49;;;
Wäänänen;49;;;
Ylismäki;49;;;
Ahokanto;48;;;
Ala-Lipasti;48;;;
Ala-Seppälä;48;;;
Ala-Vannesluoma;48;;;
Alaverronen;48;;;
Ali-Kovero;48;;;
Almén;48;;;
Al-Rubaye;48;;;
Alvarez;48;;;
Andrejev;48;;;
Ates;48;;;
Bajrami;48;;;
Berndtson;48;;;
Bertula;48;;;
Bly;48;;;
Boelius;48;;;
Bolodin;48;;;
Edelman;48;;;
Elfström;48;;;
Elliott;48;;;
Erickson;48;;;
Eränummi;48;;;
Fagerdahl;48;;;
Falkstedt;48;;;
Franssi;48;;;
Fransson;48;;;
Frösén;48;;;
Fuchs;48;;;
Gleisner;48;;;
Griffin;48;;;
Grims;48;;;
Gromov;48;;;
Hackzell;48;;;
Hahkala;48;;;
Hallapuro;48;;;
Hallgren;48;;;
Hanhikorpi;48;;;
Hansen-Haug;48;;;
Hansten;48;;;
Harjaluoma;48;;;
Haukkamaa;48;;;
Heinäsuo;48;;;
Helanterä;48;;;
Helanto;48;;;
Heljander;48;;;
Henelius;48;;;
Hietikko-Kaukola;48;;;
Hillebrand;48;;;
Honkapää;48;;;
Hopkins;48;;;
Hulsi;48;;;
Häggvik;48;;;
Iso-Pietilä;48;;;
Istolahti;48;;;
Jasu;48;;;
Joelsson;48;;;
Johnston;48;;;
Juho;48;;;
Juhonen;48;;;
Jumppainen;48;;;
Jurkko;48;;;
Juurikivi;48;;;
Jyrämö;48;;;
Kaitaniemi;48;;;
Kaivos;48;;;
Kajaan;48;;;
Kalatie;48;;;
Kalkkinen;48;;;
Karekivi;48;;;
Kauste;48;;;
Keskimaa;48;;;
Kilkku;48;;;
Kivisalmi;48;;;
Kivistö-Rahnasto;48;;;
Kjellin;48;;;
Kokoi;48;;;
Kolhinen;48;;;
Kontuniemi;48;;;
Koort;48;;;
Korppila;48;;;
Kosloff;48;;;
Kristersson;48;;;
Kullaa;48;;;
Kupsu;48;;;
Kutinlahti;48;;;
Kuutamo;48;;;
Kyläniemi;48;;;
Känninen;48;;;
Laakoli;48;;;
Lampa;48;;;
Langinen;48;;;
Laurent;48;;;
Lehmusmetsä;48;;;
Leipivaara;48;;;
Leirimaa;48;;;
Leo;48;;;
Leppänoro;48;;;
Linho;48;;;
Linnolahti;48;;;
Lith;48;;;
Lomu;48;;;
Loukkaanhuhta;48;;;
Lundenius;48;;;
Lylykorpi;48;;;
Länsisalmi;48;;;
Länsmans;48;;;
Löfgrén;48;;;
Lövgren;48;;;
Mahrberg;48;;;
Makara;48;;;
Marttiin;48;;;
Matsinen;48;;;
Metsähonkala;48;;;
Mod;48;;;
Mäki-Paavola;48;;;
Mäki-Ullakko;48;;;
Naapila;48;;;
Neulanen;48;;;
Nevanen;48;;;
Nihtinen;48;;;
Niikko;48;;;
Noukka;48;;;
Nuortimo;48;;;
Ohramaa;48;;;
Ordén;48;;;
Orädd;48;;;
Paldán;48;;;
Palkonen;48;;;
Partiainen;48;;;
Pauni;48;;;
Pelgonen;48;;;
Perez;48;;;
Pesso;48;;;
Peters;48;;;
Pethman;48;;;
Pieniluoma;48;;;
Piho;48;;;
Piirtola;48;;;
Pohjoisvirta;48;;;
Porthen;48;;;
Possakka;48;;;
Punna;48;;;
Purontakanen;48;;;
Puukangas;48;;;
Päivä;48;;;
Päivänen;48;;;
Pörhö;48;;;
Raivo;48;;;
Reimi;48;;;
Renman;48;;;
Rinta-Halkola;48;;;
Rokkila;48;;;
Routti;48;;;
Röyhkiö;48;;;
Sahiluoto;48;;;
Salander;48;;;
Savonmäki;48;;;
Schumacher;48;;;
Schwarz;48;;;
Selinummi;48;;;
Sorsakivi;48;;;
Stenhäll;48;;;
Stylman;48;;;
Suckman;48;;;
Suovuori;48;;;
Suurkuukka;48;;;
Svinhufvud;48;;;
Syysmäki;48;;;
Tahkokallio;48;;;
Takaniemi;48;;;
Tarma;48;;;
Tokkari;48;;;
Tuohioja;48;;;
Tuulari;48;;;
Tykkälä;48;;;
Tyvelä;48;;;
Vaajanen;48;;;
Vaarna;48;;;
Vaheristo;48;;;
Vainiokangas;48;;;
Vantanen;48;;;
Veck;48;;;
Vedenjuoksu;48;;;
Veistola;48;;;
Veivo;48;;;
Vennola;48;;;
Verta;48;;;
Viinikangas;48;;;
Vikiö;48;;;
Vähä-Heikkilä;48;;;
Vähäoja;48;;;
Väliahdet;48;;;
Väätti;48;;;
Waselius;48;;;
Willför;48;;;
Yli;48;;;
Yli-Koski;48;;;
Yläkäs;48;;;
Öfverberg;48;;;
Ahlmark;47;;;
Aimasmäki;47;;;
Alapere;47;;;
Anckar;47;;;
Ania;47;;;
Arvidsson;47;;;
Aulu;47;;;
Boijer;47;;;
Bomberg;47;;;
Brunström;47;;;
Bystedt;47;;;
Clemes;47;;;
Eckert;47;;;
Eid;47;;;
Einonen;47;;;
Eiskonen;47;;;
Ekosaari;47;;;
Enbacka;47;;;
Fernandez;47;;;
Flinkkilä;47;;;
Fransas;47;;;
Fredlund;47;;;
Frondén;47;;;
George;47;;;
Güzel;47;;;
Hakalehto;47;;;
Hakoneva;47;;;
Hallvar;47;;;
Halmelahti;47;;;
Hannukkala;47;;;
Harjajärvi;47;;;
Harjumaaskola;47;;;
Harkki;47;;;
Hayes;47;;;
Helanne;47;;;
Hiironniemi;47;;;
Honkalampi;47;;;
Honkaselkä;47;;;
Honkatukia;47;;;
Hossi;47;;;
Hottola;47;;;
Hoviniemi;47;;;
Huhanantti;47;;;
Humina;47;;;
Hyykoski;47;;;
Hägen;47;;;
Högmander;47;;;
Iinattiniemi;47;;;
Ilosalo;47;;;
Iso-Kuusela;47;;;
Isorinne;47;;;
Jakupovic;47;;;
Jaukka;47;;;
Joseph;47;;;
Kaihovaara;47;;;
Kangaslampi;47;;;
Kantee;47;;;
Kariola;47;;;
Kaukko;47;;;
Klang;47;;;
Kolho;47;;;
Kolkkanen;47;;;
Konkka;47;;;
Kontinaho;47;;;
Kuhlefelt;47;;;
Kuivainen;47;;;
Kukkamaa;47;;;
Kulkki;47;;;
Kulkula;47;;;
Käldström;47;;;
Laaksomaa;47;;;
Lae;47;;;
Lahdenpohja;47;;;
Lahtovaara;47;;;
Lakkinen;47;;;
Landin;47;;;
Lapikisto;47;;;
Lapp;47;;;
Lautamo;47;;;
Lautanala;47;;;
Laxell;47;;;
Leiniäinen;47;;;
Lillvis;47;;;
Lindelä;47;;;
Lintuniemi;47;;;
Loppinen;47;;;
Lunabba;47;;;
Maikkola;47;;;
Maila;47;;;
Marins;47;;;
Marjava;47;;;
Mastola;47;;;
Meijer;47;;;
Mestari;47;;;
Moll;47;;;
Mäkipaakkanen;47;;;
Mäki-Saari;47;;;
Mäki-Uuro;47;;;
Mäntynenä;47;;;
Naula;47;;;
Nerman;47;;;
Niinikangas;47;;;
Niironen;47;;;
Noroaho;47;;;
Nummenranta;47;;;
Nätkin;47;;;
Ojanlatva;47;;;
Ollenberg;47;;;
Paasela;47;;;
Palmros;47;;;
Panelius;47;;;
Pekala;47;;;
Piesala;47;;;
Pircklén;47;;;
Pirkonen;47;;;
Post;47;;;
Raekallio;47;;;
Ranta-Eskola;47;;;
Revonniemi;47;;;
Rietz;47;;;
Rimminen;47;;;
Roiko-Jokela;47;;;
Roimela;47;;;
Rosenvall;47;;;
Rotkus;47;;;
Routakangas;47;;;
Ruokolahti;47;;;
Ruuhilahti;47;;;
Ruupunen;47;;;
Rytioja;47;;;
Saksholm;47;;;
Sallanko;47;;;
Salonmaa;47;;;
Sauvolainen;47;;;
Schreck;47;;;
Siivo;47;;;
Sinijärvi;47;;;
Sokolov;47;;;
Statovci;47;;;
Stauffer;47;;;
Sulaiman;47;;;
Suutarla;47;;;
Takolander;47;;;
Tapanimäki;47;;;
Thessler;47;;;
Thorström;47;;;
Thurman;47;;;
Tojkander;47;;;
Torp;47;;;
Tulimaa;47;;;
Tuormaa;47;;;
Untamala;47;;;
Uusipaavalniemi;47;;;
Uusiportimo;47;;;
Uusi-Rantala;47;;;
Vajavaara;47;;;
Valén;47;;;
Valin;47;;;
Valkeala;47;;;
Valmari;47;;;
Valtasaari;47;;;
Varkki;47;;;
Veijo;47;;;
Veirto;47;;;
Venninen;47;;;
Vesasto;47;;;
Vilhu;47;;;
Viljakka;47;;;
Våg;47;;;
Välijeesiö;47;;;
Walander;47;;;
Willstedt;47;;;
Wunsch;47;;;
Yli-Hietanen;47;;;
Yli-Kiikka;47;;;
Ylitarvas;47;;;
Åhlberg;47;;;
Abbasi;46;;;
af Ursin;46;;;
Aimola;46;;;
Alainen;46;;;
Alamaunu;46;;;
Alapeteri;46;;;
Ala-Salmi;46;;;
Alatupa;46;;;
Alhomäki;46;;;
Al-Janabi;46;;;
Antinluoma;46;;;
Apila;46;;;
Arjoranta;46;;;
Asula;46;;;
Austin;46;;;
Benson;46;;;
Bjurström;46;;;
Bogel;46;;;
Buchert;46;;;
Elmeranta;46;;;
Entonen;46;;;
Francis;46;;;
Frostdahl;46;;;
Förbom;46;;;
Gammals;46;;;
Gomez;46;;;
Granit;46;;;
Grann;46;;;
Grägg;46;;;
Gullichsen;46;;;
Gärding;46;;;
Haavistola;46;;;
Hampaala;46;;;
Harainen;46;;;
Harjuhaahto;46;;;
Harjukoski;46;;;
Harttunen;46;;;
Hasselblatt;46;;;
Haula;46;;;
Haustola;46;;;
Heimberg;46;;;
Heinäjärvi;46;;;
Helakorpi;46;;;
Hellsberg;46;;;
Helomaa;46;;;
Helppikangas;46;;;
Hetemaa;46;;;
Hiljander;46;;;
Hintukainen;46;;;
Hirvioja;46;;;
Honga;46;;;
Huilaja;46;;;
Husari;46;;;
Hyttilä;46;;;
Häppölä;46;;;
Höckerstedt;46;;;
Iso-Kouvola;46;;;
Iso-Mustajärvi;46;;;
Isteri;46;;;
Jakka;46;;;
Janson;46;;;
Jolkin;46;;;
Jussinoja;46;;;
Juudin;46;;;
Järvirova;46;;;
Kaartoaho;46;;;
Kaivolainen;46;;;
Kalela;46;;;
Kalliolevo;46;;;
Kallionkieli;46;;;
Kalteva;46;;;
Kannonlahti;46;;;
Kannonmaa;46;;;
Karhe;46;;;
Kedonperä;46;;;
Keikkonen;46;;;
Keko;46;;;
Kepsu;46;;;
Ketvell;46;;;
Kiemunki;46;;;
Kiianen;46;;;
Kirstua;46;;;
Kivinummi;46;;;
Kivirasi;46;;;
Knape;46;;;
Kontiokoski;46;;;
Korkeamaa;46;;;
Korvanen;46;;;
Koskio;46;;;
Kruth;46;;;
Kuivasto;46;;;
Kuivisto;46;;;
Kuonanoja;46;;;
Kuusijoensuu;46;;;
Kuusimaa;46;;;
Kuusivuori;46;;;
Kuznetsova;46;;;
Kyhyräinen;46;;;
Kytöniemi;46;;;
Kämärä;46;;;
Lahdenvesi;46;;;
Lahti-Nuuttila;46;;;
Laihosola;46;;;
Lainesalo;46;;;
Laitamaa;46;;;
Laivonen;46;;;
Lakio;46;;;
Lamminperä;46;;;
Larson;46;;;
Latvakangas;46;;;
Lautaoja;46;;;
Lehtiaho;46;;;
Lehtokumpu;46;;;
Levonperä;46;;;
Levula;46;;;
Lillandt;46;;;
Linnilä;46;;;
Loiva;46;;;
Lundan;46;;;
Luokkakallio;46;;;
Luoma-Nirva;46;;;
Luotomäki;46;;;
Långfors;46;;;
Långkvist;46;;;
Madekivi;46;;;
Metsoila;46;;;
Metsänheimo;46;;;
Metsänkylä;46;;;
Metsäpuro;46;;;
Moalin;46;;;
Mohamad;46;;;
Molkkari;46;;;
Muhumed;46;;;
Murray;46;;;
Mursunen;46;;;
Mutru;46;;;
Myllärniemi;46;;;
Mäki-Asiala;46;;;
Mäki-Jouppila;46;;;
Mäki-Kuutti;46;;;
Mäki-Lohiluoma;46;;;
Ndiaye;46;;;
Neittamo;46;;;
Neovius;46;;;
Niiva;46;;;
Norrlin;46;;;
Nummenmaa;46;;;
Nuottimäki;46;;;
Nyländen;46;;;
Ohisalo;46;;;
Ohtola;46;;;
Ojamies;46;;;
Okka;46;;;
Paasu;46;;;
Paitula;46;;;
Palokankare;46;;;
Parkkunen;46;;;
Pellfolk;46;;;
Periviita;46;;;
Pero;46;;;
Perola;46;;;
Peuna;46;;;
Podduikin;46;;;
Pummila;46;;;
Puuri;46;;;
Pynninen;46;;;
Pystö;46;;;
Päivelin;46;;;
Päykkönen;46;;;
Pörtfors;46;;;
Raetsaari;46;;;
Rajakoski;46;;;
Ranta-Knuuttila;46;;;
Rasalahti;46;;;
Rautjoki;46;;;
Rehnman;46;;;
Reijola;46;;;
Rekiranta;46;;;
Rihtniemi;46;;;
Rinta-Harri;46;;;
Risunen;46;;;
Ritokangas;46;;;
Rosas;46;;;
Rukajärvi;46;;;
Ruotsila;46;;;
Ruusumo;46;;;
Salihi;46;;;
Santalo;46;;;
Sapkota;46;;;
Sarinko;46;;;
Saxell;46;;;
Segersven;46;;;
Serguskin;46;;;
Sihlman;46;;;
Simsiö;46;;;
Solomon;46;;;
Sood;46;;;
Sookari;46;;;
Stadius;46;;;
Stenstrand;46;;;
Stålhane;46;;;
Sumuvuori;46;;;
Säilynkangas;46;;;
Sällylä;46;;;
Sörensen;46;;;
Sørensen;46;;;
Tahkokorpi;46;;;
Taitto;46;;;
Tammentie;46;;;
Tiikasalo;46;;;
Tiiva;46;;;
Tolin;46;;;
Tunttunen;46;;;
Turtonen;46;;;
Upla;46;;;
Vadén;46;;;
Ventovuori;46;;;
Vidberg;46;;;
Vierikka;46;;;
Vihermäki;46;;;
Vilmilä;46;;;
Viman;46;;;
von Pfaler;46;;;
Vuong;46;;;
Vähäpesola;46;;;
Vääräkoski;46;;;
Waller;46;;;
Wolf;46;;;
Yli-Hemminki;46;;;
Ylikantola;46;;;
Ylinentalo;46;;;
Yli-Parkas;46;;;
Yliperttula;46;;;
Ylä-Jussila;46;;;
Yussuf;46;;;
Zhao;46;;;
Åby;46;;;
Äkäslompolo;46;;;
Äystö;46;;;
Österdahl;46;;;
Ainetdin;45;;;
Aivio;45;;;
Alaja;45;;;
Alalääkkölä;45;;;
Alaste;45;;;
Alavaikko;45;;;
Ali-Hokka;45;;;
Amberg;45;;;
Andstén;45;;;
Anisimaa;45;;;
Apaja;45;;;
Apunen;45;;;
Bimberg;45;;;
Björlin;45;;;
Bredbacka;45;;;
Broända;45;;;
Burmeister;45;;;
Claesson;45;;;
Dahlbo;45;;;
Ehrs;45;;;
Erlands;45;;;
Flod;45;;;
Flytström;45;;;
Främling;45;;;
Fågel;45;;;
Graf;45;;;
Gunn;45;;;
Gunnarsson;45;;;
Gylden;45;;;
Haavanlammi;45;;;
Haggren;45;;;
Hallio;45;;;
Hartmann;45;;;
Hasala;45;;;
Heikkerö;45;;;
Heittokangas;45;;;
Heliövaara;45;;;
Hillner;45;;;
Hoppendorff;45;;;
Hyövälti;45;;;
Häggdahl;45;;;
Ilmakangas;45;;;
Isoheiko;45;;;
Isolehto;45;;;
Jalasjoki;45;;;
Jattu;45;;;
Jernvall;45;;;
Jokipelto;45;;;
Jukonen;45;;;
Kairinen;45;;;
Kamaja;45;;;
Kankaanniemi;45;;;
Kannel;45;;;
Kansa;45;;;
Karaus;45;;;
Karhatsu;45;;;
Karma;45;;;
Kartimo;45;;;
Kaunisaho;45;;;
Kelottijärvi;45;;;
Keski-Rahkonen;45;;;
Kilappa;45;;;
Knipström;45;;;
Kolistaja;45;;;
Kontti;45;;;
Koskialho;45;;;
Koskitalo;45;;;
Kotaviita;45;;;
Kotkaranta;45;;;
Koverola;45;;;
Krappe;45;;;
Kuhna;45;;;
Kuivasaari;45;;;
Kukkaro;45;;;
Kullanmäki;45;;;
Kulomäki;45;;;
Kylämäki;45;;;
Kärkäinen;45;;;
Labbas;45;;;
Lahdensalo;45;;;
Laihorinne;45;;;
Laipio;45;;;
Landgärds;45;;;
Lauttanen;45;;;
Lehtoviita;45;;;
Leikoski;45;;;
Lempola;45;;;
Lestinen;45;;;
Lille;45;;;
Lillhannus;45;;;
Linke;45;;;
Ljungkvist;45;;;
Lonkila;45;;;
Lounasvaara;45;;;
Löija;45;;;
Löthman;45;;;
Löyttynen;45;;;
Maanavilja;45;;;
Maris;45;;;
Marjatsalo;45;;;
Markovaara;45;;;
Maununen;45;;;
Mauro;45;;;
Mellajärvi;45;;;
Mesiniemi;45;;;
Missonen;45;;;
Multasuo;45;;;
Mustala;45;;;
Mustiala;45;;;
Mårtens;45;;;
Möykky;45;;;
Nevanranta;45;;;
Nuoranne;45;;;
